iter	Passed	Remaining
924	27600	2237
925	27630	2208
926	27668	2178
927	27704	2149
928	27733	2119
929	27761	2089
930	27789	2059
931	27820	2029
932	27852	2000
933	27879	1970
934	27908	1940
935	27935	1910
936	27967	1880
937	27997	1850
938	28031	1821
939	28065	1791
940	28098	1761
941	28127	1731
942	28157	1701
943	28187	1672
944	28213	1642
945	28240	1612
946	28271	1582
947	28300	1552
948	28328	1522
949	28356	1492
950	28387	1462
951	28416	1432
952	28448	1403
953	28482	1373
954	28512	1343
955	28544	1313
956	28575	1283
957	28605	1254
958	28636	1224
959	28667	1194
960	28700	1164
961	28733	1135
962	28766	1105
963	28796	1075
964	28827	1045
965	28857	1015
966	28888	985
967	28919	956
968	28951	926
969	28984	896
970	29016	866
971	29049	836
972	29080	806
973	29109	777
974	29141	747
975	29174	717
976	29205	687
977	29240	657
978	29271	627
979	29304	598
980	29336	568
981	29375	538
982	29410	508
983	29443	478
984	29473	448
985	29500	418
986	29532	388
987	29563	359
988	29595	329
989	29626	299
990	29656	269
991	29687	239
992	29715	209
993	29745	179
994	29773	149
995	29803	119
996	29832	89
997	29860	59
998	29887	29
999	29914	0
